pathImg,price,title,hot_line,url,point,rating_total,star_percent_list,producer,memory,Camera chính,Camera phụ,chip,Độ phân giải màn hình,Dung lượng pin,Hệ điều hành,Kích thước màn hình,ram
https://hcm-clickbuy.cdn.vccloud.vn/uploads/2020/10/avt-iphone-12-pro-gold.png,22.990.000,Apple iPhone 12 Pro 256GB Cũ,1900.63.39.09,https://hcm.clickbuy.com.vn/apple-iphone-12-pro-256gb-cu/,4.00,(2 đánh giá),"1 đánh giá,0 đánh giá,1 đánh giá,0 đánh giá,0 đánh giá",iPhone,256 GB,Triple 12MP + 12MP + 12MP,"12 MP, f/2.2, 23mm (wide), 1/3.6"" SL 3D",A14 Bionic chip,1170 x 2532,,ios 14,6.1 inches,
https://hcm-clickbuy.cdn.vccloud.vn/uploads/2020/10/avt-iphone-12-mini-green.png,10.990.000,Apple iPhone 12 Mini 64GB Cũ,1900.63.39.09,https://hcm.clickbuy.com.vn/apple-iphone-12-mini-64gb-cu/,4.60,(45 đánh giá),"31 đánh giá,12 đánh giá,1 đánh giá,0 đánh giá,1 đánh giá",iPhone,64 GB,"12 MP, f/1.6, 26mm (wide), 1.4µm, dual pixel PDAF, OIS 12 MP, f/2.4, 120˚, 13mm (ultrawide), 1/3.6""","12 MP, f/2.2, 23mm (wide), 1/3.6"" SL 3D",A14 Bionic chip,1080 x 2340 pixels,,ios 14,5.4inch,
https://hcm-clickbuy.cdn.vccloud.vn/uploads/2020/10/avt-iphone-12-mini-green.png,13.590.000,Apple iPhone 12 Mini 128GB Cũ,1900.63.39.09,https://hcm.clickbuy.com.vn/apple-iphone-12-mini-128gb-cu/,4.50,(10 đánh giá),"5 đánh giá,5 đánh giá,0 đánh giá,0 đánh giá,0 đánh giá",iPhone,128GB,"12 MP, f/1.6, 26mm (wide), 1.4µm, dual pixel PDAF, OIS 12 MP, f/2.4, 120˚, 13mm (ultrawide), 1/3.6""","12 MP, f/2.2, 23mm (wide), 1/3.6"" SL 3D",A14 Bionic chip,1080 x 2340 pixels,,ios 14,5.4inch,
https://hcm-clickbuy.cdn.vccloud.vn/uploads/2022/05/avt-iphone-12-tang-bh.png,19.290.000,Apple iPhone 12 64GB Chính Hãng VN/A,1900.63.39.09,https://hcm.clickbuy.com.vn/apple-iphone-12-64gb-chinh-hang-vn-a/,3.63,(16 đánh giá),"8 đánh giá,3 đánh giá,0 đánh giá,1 đánh giá,4 đánh giá",iPhone,64 GB,"12 MP, f/1.6, 26mm (wide), 1.4µm, dual pixel PDAF, OIS 12 MP, f/2.4, 120˚, 13mm (ultrawide), 1/3.6""","12 MP, f/2.2, 23mm (wide), 1/3.6"" SL 3D",A14 Bionic chip,1170 x 2532,,ios 14,6.1 inches,
https://hcm-clickbuy.cdn.vccloud.vn/uploads/2021/05/avt-iphone-12-purple.png,20.790.000,Apple iPhone 12 128GB Chính Hãng VN/A,1900.63.39.09,https://hcm.clickbuy.com.vn/apple-iphone-12-128gb-chinh-hang-vn-a/,4.78,(9 đánh giá),"8 đánh giá,0 đánh giá,1 đánh giá,0 đánh giá,0 đánh giá",iPhone,128GB,"12 MP, f/1.6, 26mm (wide), 1.4µm, dual pixel PDAF, OIS 12 MP, f/2.4, 120˚, 13mm (ultrawide), 1/3.6""","12 MP, f/2.2, 23mm (wide), 1/3.6"" SL 3D",A14 Bionic chip,1170 x 2532,,ios 14,6.1 inches,
https://hcm-clickbuy.cdn.vccloud.vn/uploads/2019/09/avt-ip-11-pro-gold.png,18.490.000,Apple iPhone 11 Pro Max 256GB Quốc tế Cũ,1900.63.39.09,https://hcm.clickbuy.com.vn/apple-iphone-11-pro-max-256gb-quoc-te-cu/,4.52,(66 đánh giá),"41 đánh giá,20 đánh giá,4 đánh giá,0 đánh giá,1 đánh giá",iPhone,256 GB,Triple 12MP + 12MP + 12MP,12 MP,Apple A13 Bionic (7 nm+),1242 x 2688 Pixels,Li-lon 3969 mAh,iOS 13,6.5 inches,4 GB
https://hcm-clickbuy.cdn.vccloud.vn/uploads/2019/09/avt-ip-11-pro-midnight-green.png,14.290.000,Apple iPhone 11 Pro 512GB Quốc tế Cũ,1900.63.39.09,https://hcm.clickbuy.com.vn/apple-iphone-11-pro-512gb-quoc-te-cu/,4.40,(5 đánh giá),"2 đánh giá,3 đánh giá,0 đánh giá,0 đánh giá,0 đánh giá",iPhone,64 GB,Triple 12MP + 12MP + 12MP,12 MP,Apple A13 Bionic (7 nm+),1125 x 2436 pixels,Li-Ion 3046 mAh,iOS 13,5.8 inches,4 GB
https://hcm-clickbuy.cdn.vccloud.vn/uploads/2020/10/avt-iphone-12-black.png,15.990.000,Apple iPhone 12 64GB Quốc Tế Cũ,1900.63.39.09,https://hcm.clickbuy.com.vn/apple-iphone-12-64gb-quoc-te-cu/,4.45,(49 đánh giá),"28 đánh giá,15 đánh giá,6 đánh giá,0 đánh giá,0 đánh giá",iPhone,64 GB,"12 MP, f/1.6, 26mm (wide), 1.4µm, dual pixel PDAF, OIS 12 MP, f/2.4, 120˚, 13mm (ultrawide), 1/3.6""","12 MP, f/2.2, 23mm (wide), 1/3.6"" SL 3D",A14 Bionic chip,1170 x 2532,,ios 14,6.1 inches,
https://hcm-clickbuy.cdn.vccloud.vn/uploads/2020/10/avt-iphone-12-black.png,16.190.000,Apple iPhone 12 128GB Quốc Tế Cũ,1900.63.39.09,https://hcm.clickbuy.com.vn/apple-iphone-12-128gb-quoc-te-cu/,4.82,(39 đánh giá),"32 đánh giá,7 đánh giá,0 đánh giá,0 đánh giá,0 đánh giá",iPhone,128GB,"12 MP, f/1.6, 26mm (wide), 1.4µm, dual pixel PDAF, OIS 12 MP, f/2.4, 120˚, 13mm (ultrawide), 1/3.6""","12 MP, f/2.2, 23mm (wide), 1/3.6"" SL 3D",A14 Bionic chip,1170 x 2532,,ios 14,6.1 inches,
https://hcm-clickbuy.cdn.vccloud.vn/uploads/2019/09/avt-ip-11-pro-midnight-green.png,15.490.000,Apple iPhone 11 Pro 256GB Quốc tế Cũ,1900.63.39.09,https://hcm.clickbuy.com.vn/apple-iphone-11-pro-256gb-quoc-te-cu/,4.57,(87 đánh giá),"58 đánh giá,23 đánh giá,5 đánh giá,0 đánh giá,1 đánh giá",iPhone,256 GB,Triple 12MP + 12MP + 12MP,12 MP,Apple A13 Bionic (7 nm+),1125 x 2436 pixels,Li-Ion 3046 mAh,iOS 13,5.8 inches,4 GB
https://hcm-clickbuy.cdn.vccloud.vn/uploads/2019/09/avt-ip-11-pro-gold.png,17.290.000,Apple iPhone 11 Pro Max 64GB Quốc tế Cũ,1900.63.39.09,https://hcm.clickbuy.com.vn/apple-iphone-11-pro-max-64gb-quoc-te-cu/,4.64,(129 đánh giá),"99 đánh giá,21 đánh giá,5 đánh giá,1 đánh giá,3 đánh giá",iPhone,64 GB,Triple 12MP + 12MP + 12MP,12 MP,Apple A13 Bionic (7 nm+),1242 x 2688 Pixels,Li-lon 3969 mAh,iOS 13,6.5 inches,4 GB
https://hcm-clickbuy.cdn.vccloud.vn/uploads/2019/09/avt-ip-11-pro-midnight-green.png,13.590.000,Apple iPhone 11 Pro 64GB Quốc tế Cũ,1900.63.39.09,https://hcm.clickbuy.com.vn/apple-iphone-11-pro-64gb-quoc-te-cu/,4.57,(136 đánh giá),"98 đánh giá,26 đánh giá,7 đánh giá,1 đánh giá,4 đánh giá",iPhone,64 GB,Triple 12MP + 12MP + 12MP,12 MP,Apple A13 Bionic (7 nm+),1125 x 2436 pixels,Li-Ion 3046 mAh,iOS 13,5.8 inches,4 GB
https://hcm-clickbuy.cdn.vccloud.vn/uploads/2019/04/apple-iphone-xs-white.png,10.790.000,Apple iPhone XS Max 64GB Cũ,1900.63.39.09,https://hcm.clickbuy.com.vn/apple-iphone-xs-max-64gb-cu/,4.41,(186 đánh giá),"120 đánh giá,40 đánh giá,15 đánh giá,4 đánh giá,7 đánh giá",iPhone,64 GB,12 MP,7.0 MP,Apple A12 Bionic 6 nhân,1242 x 2688 Pixels,Li-Ion 3174 mAh,iOS 12,"6.5""",4 GB
https://hcm-clickbuy.cdn.vccloud.vn/uploads/2019/03/6sssssss-1-1.png,2.490.000,Apple Iphone 6S Lock 32GB Mới Trần,1900.63.39.09,https://hcm.clickbuy.com.vn/apple-iphone-6s-lock-32gb-moi-tran/,4.77,(26 đánh giá),"23 đánh giá,1 đánh giá,1 đánh giá,1 đánh giá,0 đánh giá",iPhone,32 GB,12 MP,5.0 MP,Apple A9,"IPS FullHD, 1920×1080 pixels",Li-Po 1715 mAh,,4.7 inches,2GB
https://hcm-clickbuy.cdn.vccloud.vn/uploads/2022/05/avt-iphone-11-tang-bh.png,15.190.000,Apple iPhone 11 64GB Chính Hãng VN/A,1900.63.39.09,https://hcm.clickbuy.com.vn/apple-iphone-11-64gb-chinh-hang-vn-a/,4.54,(69 đánh giá),"48 đánh giá,15 đánh giá,3 đánh giá,1 đánh giá,2 đánh giá",iPhone,64 GB,Dual 12MP + 12MP,12 MP,Apple A13 Bionic (7 nm+),828 x 1792 pixels,3110 mAh,iOS 13,6.1 inches,4 GB
https://hcm-clickbuy.cdn.vccloud.vn/uploads/2019/09/avt-ip-11-blue.png,16.890.000,Apple iPhone 11 128GB Chính Hãng VN/A,1900.63.39.09,https://hcm.clickbuy.com.vn/apple-iphone-11-128gb-chinh-hang-vn-a-2/,4.68,(37 đánh giá),"27 đánh giá,9 đánh giá,0 đánh giá,1 đánh giá,0 đánh giá",iPhone,128GB,Dual 12MP + 12MP,12 MP,Apple A13 Bionic (7 nm+),828 x 1792 pixels,3110 mAh,iOS 13,6.1 inches,4 GB
https://hcm-clickbuy.cdn.vccloud.vn/uploads/2019/03/6sssssss-1-1.png,2.790.000,Apple Iphone 6S 32GB Quốc Tế Likenew,1900.63.39.09,https://hcm.clickbuy.com.vn/apple-iphone-6s-32gb-quoc-te-likenew/,4.35,(40 đánh giá),"22 đánh giá,14 đánh giá,2 đánh giá,0 đánh giá,2 đánh giá",iPhone,32 GB,12 MP,5.0 MP,Apple A9,"IPS FullHD, 1920×1080 pixels",Li-Po 1715 mAh,,4.7 inches,2GB
https://hcm-clickbuy.cdn.vccloud.vn/uploads/2019/09/avt-ip-11-blue.png,13.490.000,Apple iPhone 11 128GB Quốc tế Cũ,1900.63.39.09,https://hcm.clickbuy.com.vn/apple-iphone-11-128gb-quoc-te-cu/,4.72,(75 đánh giá),"55 đánh giá,19 đánh giá,1 đánh giá,0 đánh giá,0 đánh giá",iPhone,128 GB,Dual 12MP + 12MP,12 MP,Apple A13 Bionic (7 nm+),828 x 1792 pixels,3110 mAh,iOS 13,6.1 inches,4 GB
https://hcm-clickbuy.cdn.vccloud.vn/uploads/2019/04/apple-iphone-xs-gold.png,10.590.000,Apple iPhone Xs 512GB Cũ,1900.63.39.09,https://hcm.clickbuy.com.vn/apple-iphone-xs-512gb-cu/,4.67,(15 đánh giá),"12 đánh giá,2 đánh giá,0 đánh giá,1 đánh giá,0 đánh giá",iPhone,512GB,12 MP,7.0 MP,Apple A12 Bionic 6 nhân,1125 x 2436 pixels,Li-Ion 2658 mAh,iOS 12,5.8 inches,4 GB
https://hcm-clickbuy.cdn.vccloud.vn/uploads/2020/10/avt-iphone-12-black.png,15.990.000,Apple iPhone 12 256GB Quốc Tế Cũ,1900.63.39.09,https://hcm.clickbuy.com.vn/apple-iphone-12-256gb-quoc-te-cu/,5.00,(2 đánh giá),"2 đánh giá,0 đánh giá,0 đánh giá,0 đánh giá,0 đánh giá",iPhone,256 GB,"12 MP, f/1.6, 26mm (wide), 1.4µm, dual pixel PDAF, OIS 12 MP, f/2.4, 120˚, 13mm (ultrawide), 1/3.6""","12 MP, f/2.2, 23mm (wide), 1/3.6"" SL 3D",A14 Bionic chip,1170 x 2532,,ios 14,6.1 inches,
https://hcm-clickbuy.cdn.vccloud.vn/uploads/2019/04/apple-iphone-xs-gold.png,8.990.000,Apple iPhone Xs 64GB Cũ,1900.63.39.09,https://hcm.clickbuy.com.vn/apple-iphone-xs-64gb-cu/,4.55,(304 đánh giá),"209 đánh giá,72 đánh giá,12 đánh giá,3 đánh giá,8 đánh giá",iPhone,64 GB,12 MP,7.0 MP,Apple A12 Bionic 6 nhân,1125 x 2436 pixels,Li-Ion 2658 mAh,iOS 12,5.8 inches,4 GB
https://hcm-clickbuy.cdn.vccloud.vn/uploads/2019/04/apple-iphone-xs-gold.png,9.290.000,Apple iPhone Xs 256GB Cũ,1900.63.39.09,https://hcm.clickbuy.com.vn/apple-iphone-xs-256gb-cu/,4.49,(107 đánh giá),"68 đánh giá,26 đánh giá,11 đánh giá,1 đánh giá,1 đánh giá",iPhone,256 GB,12 MP,7.0 MP,Apple A12 Bionic 6 nhân,1125 x 2436 pixels,Li-Ion 2658 mAh,iOS 12,5.8 inches,4 GB
https://hcm-clickbuy.cdn.vccloud.vn/uploads/2019/03/6sssssss-1-1.png,4.190.000,Apple iPhone 6S Plus 128GB Quốc Tế Likenew,1900.63.39.09,https://hcm.clickbuy.com.vn/apple-iphone-6s-plus-128gb-quoc-te-likenew/,4.38,(8 đánh giá),"4 đánh giá,3 đánh giá,1 đánh giá,0 đánh giá,0 đánh giá",iPhone,128GB,12 MP,5.0 MP,Apple A9,"IPS FullHD, 1920×1080 pixels",Li-Po 2750 mAh,"iOS 9, upgradable to iOS 10.1",5.5 inches,2GB
https://hcm-clickbuy.cdn.vccloud.vn/uploads/2019/06/avt-xr-esim.png,9.590.000,Apple iPhone XR 64GB Quốc Tế Cũ,1900.63.39.09,https://hcm.clickbuy.com.vn/apple-iphone-xr-64gb-quoc-te-cu/,4.64,(55 đánh giá),"37 đánh giá,16 đánh giá,2 đánh giá,0 đánh giá,0 đánh giá",iPhone,64 GB,12 MP,7.0 MP,Apple A12 Bionic 6 nhân,828 x 1792 pixels,Li-Ion 2942 mAh,iOS 12,"IPS LCD , 6.1 inches",3 GB
https://hcm-clickbuy.cdn.vccloud.vn/uploads/2019/03/6sssssss-1-1.png,3.690.000,Apple iPhone 6S Plus 32GB Quốc Tế Likenew,1900.63.39.09,https://hcm.clickbuy.com.vn/apple-iphone-6s-plus-32gb-quoc-te-likenew-2/,4.35,(0 đánh giá),"0 đánh giá,0 đánh giá,0 đánh giá,0 đánh giá,0 đánh giá",iPhone,32 GB,12 MP,5.0 MP,Apple A9,"IPS FullHD, 1920×1080 pixels",Li-Po 2750 mAh,"iOS 9, upgradable to iOS 10.1",5.5 inches,2GB
https://hcm-clickbuy.cdn.vccloud.vn/uploads/2019/06/avt-xr-esim.png,9.590.000,Apple iPhone XR 128GB Quốc Tế Cũ,1900.63.39.09,https://hcm.clickbuy.com.vn/apple-iphone-xr-128gb-quoc-te-cu/,4.50,(22 đánh giá),"15 đánh giá,5 đánh giá,1 đánh giá,0 đánh giá,1 đánh giá",iPhone,128GB,12 MP,7.0 MP,Apple A12 Bionic 6 nhân,828 x 1792 pixels,Li-Ion 2942 mAh,iOS 12,"IPS LCD , 6.1 inches",3 GB
https://hcm-clickbuy.cdn.vccloud.vn/uploads/2019/03/6sssssss-1-1.png,3.990.000,Apple iPhone 6S Plus 64GB Quốc Tế Likenew,1900.63.39.09,https://hcm.clickbuy.com.vn/apple-iphone-6s-plus-64gb-quoc-te-likenew-2/,4.55,(11 đánh giá),"8 đánh giá,1 đánh giá,2 đánh giá,0 đánh giá,0 đánh giá",iPhone,64 GB,12 MP,5.0 MP,Apple A9,"IPS FullHD, 1920×1080 pixels",Li-Po 2750 mAh,"iOS 9, upgradable to iOS 10.1",5.5 inches,2GB
https://hcm-clickbuy.cdn.vccloud.vn/uploads/2019/03/iPhone-7-den-nham.png,4.190.000,Apple iPhone 7 128GB Likenew Không vân tay,1900.63.39.09,https://hcm.clickbuy.com.vn/apple-iphone-7-128gb-likenew-khong-van-tay/,4.50,(6 đánh giá),"4 đánh giá,1 đánh giá,1 đánh giá,0 đánh giá,0 đánh giá",iPhone,128 GB,12 MP,7.0 MP,Apple A10 Fusion,750 x 1334 pixel (~326 ppi),Li-Po 1960 mAh,iOS 10,4.7 inches,2GB
https://hcm-clickbuy.cdn.vccloud.vn/uploads/2019/06/avt-xr-esim.png,9.590.000,Apple iPhone XR 256GB Quốc Tế Cũ,1900.63.39.09,https://hcm.clickbuy.com.vn/apple-iphone-xr-256gb-quoc-te-cu/,4.73,(11 đánh giá),"9 đánh giá,1 đánh giá,1 đánh giá,0 đánh giá,0 đánh giá",iPhone,256 GB,12 MP,7.0 MP,Apple A12 Bionic 6 nhân,828 x 1792 pixels,Li-Ion 2942 mAh,iOS 12,"IPS LCD , 6.1 inches",3 GB
https://hcm-clickbuy.cdn.vccloud.vn/uploads/2019/03/iPhone-7-den-nham.png,3.990.000,Apple iPhone 7 128GB Likenew Cũ,1900.63.39.09,https://hcm.clickbuy.com.vn/apple-iphone-7-128gb-likenew-cu/,4.50,(2 đánh giá),"1 đánh giá,1 đánh giá,0 đánh giá,0 đánh giá,0 đánh giá",iPhone,128 GB,12 MP,7.0 MP,Apple A10 Fusion,750 x 1334 pixel (~326 ppi),Li-Po 1960 mAh,iOS 10,4.7 inches,2GB
https://hcm-clickbuy.cdn.vccloud.vn/uploads/2022/03/avt-iphone-13-pro-max-green.png,29.990.000,Apple iPhone 13 Pro Max 128GB Cũ,1900.63.39.09,https://hcm.clickbuy.com.vn/apple-iphone-13-pro-max-128gb-cu/,4.93,(28 đánh giá),"26 đánh giá,2 đánh giá,0 đánh giá,0 đánh giá,0 đánh giá",iPhone,128GB,"Camera góc rộng: 12MP, ƒ/1.5, Camera góc siêu rộng: 12MP, ƒ/1.8, Camera tele : 12MP, /2.8","12MP, ƒ/2.2",Apple A15 Bionic Chip,,"4,325mAh",IOS 15,6.7 inch,6 GB
https://hcm-clickbuy.cdn.vccloud.vn/uploads/2019/09/avt-ip-11-blue.png,11.990.000,Apple iPhone 11 64GB Quốc tế Cũ,1900.63.39.09,https://hcm.clickbuy.com.vn/apple-iphone-11-64gb-quoc-te-cu/,4.67,(168 đánh giá),"125 đánh giá,33 đánh giá,8 đánh giá,1 đánh giá,1 đánh giá",iPhone,64 GB,Dual 12MP + 12MP,12 MP,Apple A13 Bionic (7 nm+),828 x 1792 pixels,3110 mAh,iOS 13,6.1 inches,4 GB
https://hcm-clickbuy.cdn.vccloud.vn/uploads/2020/10/avt-iphone-12-mini-green.png,10.990.000,Apple iPhone 12 Mini 64GB Cũ,1900.63.39.09,https://hcm.clickbuy.com.vn/apple-iphone-12-mini-64gb-cu/,4.60,(45 đánh giá),"31 đánh giá,12 đánh giá,1 đánh giá,0 đánh giá,1 đánh giá",iPhone,64 GB,"12 MP, f/1.6, 26mm (wide), 1.4µm, dual pixel PDAF, OIS 12 MP, f/2.4, 120˚, 13mm (ultrawide), 1/3.6""","12 MP, f/2.2, 23mm (wide), 1/3.6"" SL 3D",A14 Bionic chip,1080 x 2340 pixels,,ios 14,5.4inch,
https://hcm-clickbuy.cdn.vccloud.vn/uploads/2019/09/avt-ip-11-black.png,11.790.000,Apple iPhone 11 Lock 64GB,1900.63.39.09,https://hcm.clickbuy.com.vn/apple-iphone-11-lock-64gb/,4.74,(245 đánh giá),"0 đánh giá,0 đánh giá,0 đánh giá,0 đánh giá,0 đánh giá",iPhone,64 GB,Dual 12MP + 12MP,12 MP,Apple A13 Bionic (7 nm+),828 x 1792 pixels,3110 mAh,iOS 13,6.1 inches,4 GB
https://hcm-clickbuy.cdn.vccloud.vn/uploads/2019/09/avt-ip-11-blue.png,14.590.000,Apple iPhone 11 256GB Quốc tế Cũ,1900.63.39.09,https://hcm.clickbuy.com.vn/apple-iphone-11-256gb-quoc-te-cu/,4.48,(25 đánh giá),"15 đánh giá,8 đánh giá,1 đánh giá,1 đánh giá,0 đánh giá",iPhone,128 GB,Dual 12MP + 12MP,12 MP,Apple A13 Bionic (7 nm+),828 x 1792 pixels,3110 mAh,iOS 13,6.1 inches,4 GB
https://hcm-clickbuy.cdn.vccloud.vn/uploads/2019/09/avt-ip-11-blue.png,13.490.000,Apple iPhone 11 128GB Quốc tế Cũ,1900.63.39.09,https://hcm.clickbuy.com.vn/apple-iphone-11-128gb-quoc-te-cu/,4.72,(75 đánh giá),"55 đánh giá,19 đánh giá,1 đánh giá,0 đánh giá,0 đánh giá",iPhone,128 GB,Dual 12MP + 12MP,12 MP,Apple A13 Bionic (7 nm+),828 x 1792 pixels,3110 mAh,iOS 13,6.1 inches,4 GB
https://hcm-clickbuy.cdn.vccloud.vn/uploads/2019/09/avt-ip-11-blue.png,11.990.000,Apple iPhone 11 64GB Quốc tế Cũ,1900.63.39.09,https://hcm.clickbuy.com.vn/apple-iphone-11-64gb-quoc-te-cu/,4.67,(168 đánh giá),"125 đánh giá,33 đánh giá,8 đánh giá,1 đánh giá,1 đánh giá",iPhone,64 GB,Dual 12MP + 12MP,12 MP,Apple A13 Bionic (7 nm+),828 x 1792 pixels,3110 mAh,iOS 13,6.1 inches,4 GB
https://hcm-clickbuy.cdn.vccloud.vn/uploads/2020/10/avt-iphone-12-pro-max-gold.png,24.990.000,Apple iPhone 12 Pro Max 128GB Cũ,1900.63.39.09,https://hcm.clickbuy.com.vn/apple-iphone-12-pro-max-128gb-cu/,4.63,(27 đánh giá),"19 đánh giá,6 đánh giá,2 đánh giá,0 đánh giá,0 đánh giá",iPhone,128 GB,Triple 12MP + 12MP + 12MP,"12 MP, f/2.2, 23mm (wide), 1/3.6"" SL 3D",A14 Bionic chip,1284 x 2778,,ios 14,6.7 inch,
https://hcm-clickbuy.cdn.vccloud.vn/uploads/2020/10/avt-iphone-12-pro-max-gold.png,25.990.000,Apple iPhone 12 Pro Max 256GB Cũ,1900.63.39.09,https://hcm.clickbuy.com.vn/apple-iphone-12-pro-max-256gb-cu/,4.83,(12 đánh giá),"10 đánh giá,2 đánh giá,0 đánh giá,0 đánh giá,0 đánh giá",iPhone,256 GB,Triple 12MP + 12MP + 12MP,"12 MP, f/2.2, 23mm (wide), 1/3.6"" SL 3D",A14 Bionic chip,1284 x 2778,,ios 14,6.7 inch,
https://hcm-clickbuy.cdn.vccloud.vn/uploads/2022/05/iphone_se_2022.jpg,11.990.000,Apple iPhone SE 2022 64GB Chính Hãng VN/A,1900.63.39.09,https://hcm.clickbuy.com.vn/apple-iphone-se-2022-64gb-chinh-hang-vn-a/,4.52,(0 đánh giá),"0 đánh giá,0 đánh giá,0 đánh giá,0 đánh giá,0 đánh giá",iPhone Chính Hãng,64 GB,12 MP,7 MP,Apple A15 Bionic Chip,1334 x 750 pixels (HD+),1820 mAh,IOS 15,4.7 inches,4 GB
https://hcm-clickbuy.cdn.vccloud.vn/uploads/2022/05/iphone_se_2022.jpg,13.290.000,Apple iPhone SE 2022 128GB Chính Hãng VN/A,1900.63.39.09,https://hcm.clickbuy.com.vn/apple-iphone-se-2022-128gb-chinh-hang-vn-a/,4.40,(0 đánh giá),"0 đánh giá,0 đánh giá,0 đánh giá,0 đánh giá,0 đánh giá",iPhone Chính Hãng,128GB,12 MP,7 MP,Apple A15 Bionic Chip,1334 x 750 pixels (HD+),1820 mAh,IOS 15,4.7 inches,4 GB
https://hcm-clickbuy.cdn.vccloud.vn/uploads/2022/05/iphone_se_2022.jpg,16.490.000,Apple iPhone SE 2022 256GB Chính Hãng VN/A,1900.63.39.09,https://hcm.clickbuy.com.vn/apple-iphone-se-2022-256gb-chinh-hang-vn-a/,4.60,(0 đánh giá),"0 đánh giá,0 đánh giá,0 đánh giá,0 đánh giá,0 đánh giá",iPhone Chính Hãng,256 GB,12 MP,7 MP,Apple A15 Bionic Chip,1334 x 750 pixels (HD+),1820 mAh,IOS 15,4.7 inches,4 GB
https://hcm-clickbuy.cdn.vccloud.vn/uploads/2020/10/avt-iphone-12-mini-green.png,13.590.000,Apple iPhone 12 Mini 128GB Cũ,1900.63.39.09,https://hcm.clickbuy.com.vn/apple-iphone-12-mini-128gb-cu/,4.50,(10 đánh giá),"5 đánh giá,5 đánh giá,0 đánh giá,0 đánh giá,0 đánh giá",iPhone,128GB,"12 MP, f/1.6, 26mm (wide), 1.4µm, dual pixel PDAF, OIS 12 MP, f/2.4, 120˚, 13mm (ultrawide), 1/3.6""","12 MP, f/2.2, 23mm (wide), 1/3.6"" SL 3D",A14 Bionic chip,1080 x 2340 pixels,,ios 14,5.4inch,
https://hcm-clickbuy.cdn.vccloud.vn/uploads/2020/10/avt-iphone-12-pro-max-gold.png,26.990.000,Apple iPhone 12 Pro Max 512GB Cũ,1900.63.39.09,https://hcm.clickbuy.com.vn/apple-iphone-12-pro-max-512gb-cu-2/,4.67,(3 đánh giá),"2 đánh giá,1 đánh giá,0 đánh giá,0 đánh giá,0 đánh giá",iPhone,256 GB,Triple 12MP + 12MP + 12MP,"12 MP, f/2.2, 23mm (wide), 1/3.6"" SL 3D",A14 Bionic chip,1284 x 2778,,ios 14,6.7 inch,
